"NAZIV_PROIZVODA";"ŠIFRA_PROIZVODA";"MARKA_PROIZVODA";NETO_KOLIČINA;"JEDINICA_MJERE";MALOPROD.CIJENA(EUR);CIJENA_ZA_JEDINICU_MJERE;MPC_POSEB.OBLIK_PROD;POSEB.OBLIK_PROD__ZA_JEDINICU_MJERE;NAJNIŽA_MPC_U_30DANA;SIDRENA_CIJENA;"BARKOD";"KATEGORIJA_PROIZVODA"
"CINIJA";"014307401";"NO BRAND";1;"PZ";0.59;0.59;0;0;0;0.59;"8001553805953";"SJEME"
"TRAVA ZA MAČKE";"014307501";"NO BRAND";1;"PZ";0.59;0.59;0;0;0;0.59;"8001553807001";"SJEME"
"PLETENICE GRANO ARSO 370g";"014310201";"NO BRAND";0.37;"KG";2.65;7.16;0;0;0;2.65;"8021851600081";"SLANI PEKARSKI PROIZVODI"
"PLETENICE S LUKOM I MASLINAMA 370g";"014310301";"NO BRAND";0.37;"KG";2.65;7.16;0;0;0;2.65;"8021851600074";"SLANI PEKARSKI PROIZVODI"
"PLETENICE SIROM I PAPROM 370g";"014310601";"NO BRAND";0.37;"KG";2.65;7.16;0;0;0;2.65;"8021851600029";"SLANI PEKARSKI PROIZVODI"
"PLETENICE INTEGRALNE 370g";"014310701";"NO BRAND";0.37;"KG";2.65;7.16;0;0;0;2.65;"8021851600036";"SLANI PEKARSKI PROIZVODI"
"*LATTERIA POLUTVRDI SIR";"014312101";"NO BRAND";1;"KG";14.9;14.9;0;0;0;14.9;"";"DELIKATESA - SIREVI"
"SLADOLED ŠLAG 500g";"014313201";"DOLCIANDO";0.5;"KG";2.89;5.78;0;0;0;2.89;"8017596043900";"SLADOLEDI I DESERTI"
"SLADOLED TRUFFLE CAKE 500g";"014313202";"DOLCIANDO";0.5;"KG";2.89;5.78;0;0;0;2.89;"8017596043917";"SLADOLEDI I DESERTI"
"SLADOLED LJEŠNJAK 500g";"014313203";"DOLCIANDO";0.5;"KG";2.89;5.78;0;0;0;2.89;"8017596043931";"SLADOLEDI I DESERTI"
"SLADOLED LIMUN 500g";"014313204";"DOLCIANDO";0.5;"KG";2.89;5.78;0;0;0;2.89;"8017596043924";"SLADOLEDI I DESERTI"
"SLADOLED PISTACIJA 500g";"014313205";"DOLCIANDO";0.5;"KG";3.99;7.98;0;0;0;3.99;"8017596043948";"SLADOLEDI I DESERTI"
"SLADOLED JOGURT OD ŠUMSK. VOĆA 500g";"014313206";"DOLCIANDO";0.5;"KG";2.89;5.78;0;0;0;2.89;"8017596043955";"SLADOLEDI I DESERTI"
"SLADOLED KREMA 500g";"014313207";"DOLCIANDO";0.5;"KG";2.29;4.58;0;0;0;2.29;"8017596043962";"SLADOLEDI I DESERTI"
"PAŠTETA ZA MAČKE MULTIBOX 12X100g";"014314801";"RADAMES";1.2;"KG";4.49;3.74;3.49;2.91;4.49;4.49;"8017596074799";"HRANA ZA KUĆNE LJUBIMCE"
"KEKS FROLLINI S JAJIMA 700g";"014315301";"DOLCIANDO";0.7;"KG";2.09;2.99;0;0;0;2.09;"8017596066381";"KEKSI/VAFLI/SNACKS"
"KOLAČ S JOGURTOM 400g";"014317701";"DOLCIANDO";0.4;"KG";2.29;5.73;0;0;0;2.29;"8017596077585";"TORTE I ROLADE"
"SPREJ ZA ODMAŠĆ I IZBJELJIV. 750ml";"014319401";"DEXAL";0.75;"LT";1.59;2.12;0;0;0;1.59;"8017596077059";"SREDSTVA ZA ČIŠĆENJE"
"KREMA ZA LICE BIO ECO 50ml";"014319501";"FIOR DI MAGNOLIA";0.05;"LT";2.59;51.8;0;0;0;2.59;"8017596077806";"KOZMETIKA/NJEGA TIJELA I LICA"
"SLAD.KORNET CROCCANTE 6KOM 450g";"014332001";"DOLCIANDO";0.45;"KG";3.29;7.31;0;0;0;3.29;"8017596043870";"SLADOLEDI I DESERTI"
"PAPIRNATI PODMETAČ DEKOR 2S,80 L,1R";"014343601";"SOFT DREAM";1;"PZ";2.39;2.39;0;0;0;2.39;"8017596078339";"PAPIRNATI PROIZVODI"
"SL.ŠTAP.VANILIJA JAGODA 6KOM 300g";"014345001";"DOLCIANDO";0.3;"KG";1.99;6.63;0;0;0;1.99;"8017596044068";"SLADOLEDI I DESERTI"
"TONIK ZA URAVNOT.KOŽU BIO ECO 150ml";"014361501";"FIOR DI MAGNOLIA";0.15;"LT";1.89;12.6;0;0;0;1.89;"8017596077837";"KOZMETIKA/NJEGA TIJELA I LICA"
"GAZIRANO PIĆE ARANCIATA ZERO 1,5l";"014382201";"BLUES";1.5;"LT";0.69;0.46;0;0;0;0.69;"8017596101532";"BEZALKOHOLNA PIĆA"
"SL.OD SOJE KORNET 4KOM 300g";"014383101";"AMO ESSERE VEG";0.3;"KG";2.69;8.97;0;0;0;2.69;"8017596044105";"SLADOLEDI I DESERTI"
"SL.OD SOJE KORNET 4KOM 300g";"014383101";"AMO ESSERE VEG";0.3;"KG";2.69;8.97;0;0;0;2.69;"8017596044655";"SLADOLEDI I DESERTI"
"VINO CHARDONNAY SOLEMORO IGP 750ml";"014385401";"NO BRAND";0.75;"LT";3.89;5.19;0;0;0;3.89;"8020685011339";"VINA"
"POVRĆE MIJEŠANO 3X420g/390g";"014388001";"DELIZIE DAL SOLE";0.39;"KG";2.69;6.9;0;0;0;2.69;"8017596076526";"POVRĆE KONZERVIRANO/SUHO"
".KORNET ŠLAG 12 KOM 900g";"014395201";"DOLCIANDO";0.9;"KG";4.99;5.54;0;0;0;4.99;"8017596043894";"SLADOLEDI I DESERTI"
".SL.ŠT.B.C.VAN.ML.ČOK.BAD.6K 510g";"014395301";"DOLCIANDO";0.51;"KG";2.99;5.86;0;0;0;2.99;"8017596043887";"SLADOLEDI I DESERTI"
"SL.SANDW.TRI OKUSA 6KOM 480g";"014395601";"DOLCIANDO";0.48;"KG";3.39;7.06;0;0;0;3.39;"8017596043771";"SLADOLEDI I DESERTI"
"INDOPACIFIČKE KOZICE OČIŠĆENE 350g";"014395901";"NO BRAND";0.35;"KG";3.99;11.4;0;0;0;4.49;"8021066600685";"ZAMRZNUTA RIBA/MORSKI PLODOVI"
"INDOPACIFIČKE KOZICE OČIŠĆENE 350g";"014395901";"NO BRAND";0.35;"KG";3.99;11.4;0;0;0;4.49;"8001186032962";"ZAMRZNUTA RIBA/MORSKI PLODOVI"
"INDOPACIFIČKE KOZICE OČIŠĆENE 350g";"014395901";"NO BRAND";0.35;"KG";3.99;11.4;0;0;0;4.49;"8033300821466";"ZAMRZNUTA RIBA/MORSKI PLODOVI"
"INDOPACIFIČKE KOZICE OČIŠĆENE 350g";"014395901";"NO BRAND";0.35;"KG";3.99;11.4;0;0;0;4.49;"8007820220016";"ZAMRZNUTA RIBA/MORSKI PLODOVI"
"JOGURT STRACCIATELLA 150g";"014396001";"LAND";0.15;"KG";0.37;2.47;0.29;1.93;0.37;0.37;"24100137";"JOGURTI I DESERTI"
"RUM BIJELI 37.5% 700ml";"014414001";"NO BRAND";0.7;"LT";5.89;8.41;0;0;0;5.89;"8009710091508";"JAKA ALKOHOLNA PIĆA"
"RUM SUPERIOR 40% VOL. 700ml";"014414101";"NO BRAND";0.7;"LT";7.89;11.27;0;0;0;7.89;"8007525151899";"JAKA ALKOHOLNA PIĆA"
"RUM SUPERIOR 40% VOL. 700ml";"014414101";"NO BRAND";0.7;"LT";7.89;11.27;0;0;0;7.89;"8009710090600";"JAKA ALKOHOLNA PIĆA"
"BOMBONI MENTA I EUKALIPTUS 200g";"014414401";"DOLCIANDO";0.2;"KG";1.29;6.45;0;0;0;1.29;"8017596078704";"SLATKIŠI I BOMBONI"
"HRENOVKE 8kom 200g";"014419601";"TOBIAS";0.2;"KG";0.79;3.95;0;0;0;0.79;"8017596009029";"SALAME SVJEŽE - EGALIZIRANE"
"MLIJEKO ZA ČIŠĆENJE LICA 250ml";"014431001";"FIOR DI MAGNOLIA";0.25;"LT";1.79;7.16;0;0;0;1.79;"8017596000873";"KOZMETIKA/NJEGA TIJELA I LICA"
"WHISKEY NORTH AMERICAN 40% 700ml";"014438101";"NO BRAND";0.7;"LT";9.89;14.13;0;0;0;9.89;"8007253907256";"JAKA ALKOHOLNA PIĆA"
"BOMBONI DRAGEES MENTA/VOĆE 4x33g";"014441301";"NO BRAND";0.132;"KG";1.29;9.77;0;0;0;1.29;"5400265028866";"SLATKIŠI I BOMBONI"
"BOMBONI DRAGEES MENTA/VOĆE 4x33g";"014441301";"NO BRAND";0.132;"KG";1.29;9.77;0;0;0;1.29;"5400265028859";"SLATKIŠI I BOMBONI"
"JOGURT JAGODA 1kg";"014453103";"PASCOLI ITALIANI";1;"KG";2.59;2.59;0;0;0;2.59;"8017596062208";"JOGURTI I DESERTI"
"JOGURT ŠUMSKO VOĆE 1kg";"014453104";"PASCOLI ITALIANI";1;"KG";2.59;2.59;0;0;0;2.59;"8017596062185";"JOGURTI I DESERTI"
"TEK.ZA SKIDANJE ŠMINKE DVOFAZ.150ml";"014456801";"FIOR DI MAGNOLIA";0.15;"LT";1.95;13;0;0;0;1.95;"8017596017840";"KOZMETIKA/NJEGA TIJELA I LICA"
"SVIJEĆA VRTNA CITRONELA";"014459601";"NOOZE";1;"PZ";1.09;1.09;0;0;0;1.09;"8005730029378";"INSEKTICIDI/SVIJEĆE/OSVJEŽIVAČ"
"SVIJEĆA VRTNA CITRONELA";"014459601";"NOOZE";1;"PZ";1.09;1.09;0;0;0;1.09;"8017596128454";"INSEKTICIDI/SVIJEĆE/OSVJEŽIVAČ"
"GAZIRANO PIĆE TONIK BLUES 1l";"014473401";"BLUES";1;"LT";0.89;0.89;0;0;0;0.89;"8017596067869";"BEZALKOHOLNA PIĆA"
"KREMA ZA TIJELO HIDRAT/HRANJ 400ml";"014474601";"FIOR DI MAGNOLIA";0.4;"LT";2.39;5.98;0;0;0;2.39;"8017596017871";"KOZMETIKA/NJEGA TIJELA I LICA"
"KREMA ZA TIJELO HIDRAT/HRANJ 400ml";"014474601";"FIOR DI MAGNOLIA";0.4;"LT";2.39;5.98;0;0;0;2.39;"8017596017864";"KOZMETIKA/NJEGA TIJELA I LICA"
"BRAŠNO GLATKO BIO TIP 00 1kg";"014475801";"AMO ESSERE BIO";1;"KG";1.72;1.72;0;0;0;1.72;"8017596100160";"BRAŠNO"
"MUFFIN S BELGIJSKOM ČOKOLADOM 252g";"014486501";"DOLCIANDO";0.252;"KG";2.19;8.69;0;0;0;2.19;"8017596100016";"BISKVIT PROIZVODI/KROASAN"
"TARALLI MULTIPACK 8x50g";"014487501";"TRE MULINI";0.4;"KG";1.79;4.48;0;0;0;1.79;"8017596079893";"PEKARSKI PROIZVODI"
"RAJČICA PASIRANA BIO 680g";"014489601";"AMO ESSERE BIO";0.68;"KG";1.59;2.34;1.19;1.75;1.59;1.59;"8017596079671";"RAJČICA/DODACI"
"POMMES FRITES ZA PEĆNICU 750g";"014522101";"DELIZIE DAL SOLE";0.75;"KG";2.19;2.92;0;0;0;2.19;"8017596042286";"ZAMRZNUTO POVRĆE"
"JOGURT VOČNI MIX 8X125g";"014523201";"LAND";1;"KG";2.99;2.99;0;0;0;2.99;"8017596064622";"JOGURTI I DESERTI"
"JOGURTI VOČNI LIGHT MIX 8X125g";"014523202";"LAND";1;"KG";2.99;2.99;0;0;0;2.99;"8017596067470";"JOGURTI I DESERTI"
"BIO TOFU 2X125g";"014527901";"AMO ESSERE VEG";0.25;"KG";1.99;7.96;1.39;5.56;1.99;1.99;"8017596079404";"GOTOVA RIBLJA JELA"
"BIO TOFU 2X125g";"014527901";"AMO ESSERE VEG";0.25;"KG";1.99;7.96;1.39;5.56;1.99;1.99;"8017596128225";"GOTOVA RIBLJA JELA"
"LEĆA CRVENA MIGNON 500g";"014533601";"DELIZIE DAL SOLE";0.5;"KG";1.19;2.38;0;0;0;1.19;"8017596000583";"POVRĆE KONZERVIRANO/SUHO"
"SLANUTAK 500g";"014535901";"DELIZIE DAL SOLE";0.5;"KG";1.19;2.38;0;0;0;1.19;"8017596000613";"POVRĆE KONZERVIRANO/SUHO"
"LUČICE CITRONELA 20kom";"014537901";"NOOZE";1;"PZ";1.59;1.59;0;0;0;1.59;"8005730029361";"INSEKTICIDI/SVIJEĆE/OSVJEŽIVAČ"
"LUČICE CITRONELA 20kom";"014537901";"NOOZE";1;"PZ";1.59;1.59;0;0;0;1.59;"8017596128461";"INSEKTICIDI/SVIJEĆE/OSVJEŽIVAČ"
"RIŽA RIBE BIO 500g";"014546101";"AMO ESSERE BIO";0.5;"KG";1.99;3.98;0;0;0;1.99;"8017596079855";"RIŽA"
"ŽVAKAĆEA G. BUBBLE MINT 70g";"014550401";"NO BRAND";0.07;"KG";1.89;27;0;0;0;1.89;"4009900485708";"SLATKIŠI I BOMBONI"
"KEKS BIO INTEGRALNI 5 ŽITAR. 300g";"014552001";"AMO ESSERE BIO";0.3;"KG";2.29;7.63;0;0;0;2.29;"8017596079817";"KEKSI/VAFLI/SNACKS"
"SIR PECORINO SARDO DOP 300g";"014567601";"PASCOLI ITALIANI";0.3;"KG";7.49;24.97;0;0;0;7.49;"8017596101105";"MLIJEČNI PROIZ. SVJEŽI - EGAL."
"PIVO BEST BRAU LAGER LIM 4,7% 330ml";"014568601";"BEST BRAU";0.33;"LT";0.55;1.67;0;0;0;0.55;"8017596057563";"PIVA"
"PIVO BEST BRAU LIM 4,7% 500ml";"014568901";"BEST BRAU";0.5;"LT";0.75;1.5;0;0;0;0.75;"8017596057570";"PIVA"
"FILETI SKUŠE ŽAR EKS.DJ.MA.U. 120g";"014573501";"ONDINA";0.12;"KG";1.99;16.58;0;0;0;1.99;"8017596079848";"RIBLJE KONZERVE"
"FILETI SKUŠE ŽAR 120g";"014573901";"ONDINA";0.104;"KG";1.99;19.13;0;0;0;1.99;"8017596079831";"RIBLJE KONZERVE"
"SIR TOPLJENI LISTIĆI CHEDDAR 200g";"014582001";"LAND";0.2;"KG";1.59;7.95;0;0;0;1.59;"8017596100566";"MLIJEČNI PROIZ. SVJEŽI - EGAL."
"NEKTAR JABUKA/BANANA 6X200ml";"014584001";"PUERTOSOL";1.2;"LT";2.29;1.91;0;0;0;2.29;"8017596101679";"BEZALKOHOLNA PIĆA"
"ACETON ZA UKL. LAKA ZA NOKTE 125ml";"014585001";"FIOR DI MAGNOLIA";0.125;"LT";0.59;4.72;0;0;0;0.59;"80775072";"KOZMETIKA/NJEGA TIJELA I LICA"
"PILEĆI BATAK SA ZABATKOM SKK";"014585601";"NO BRAND";1;"KG";3.78;3.78;0;0;0;3.78;"";"MESO PERADI"
"VREĆICE ZA LED 18 KOCKICA 15kom";"014585901";"SISTEMA CASA";1;"PZ";0.89;0.89;0;0;0;0.89;"8017596100245";"JEDNOKR. PRIBOR/VREĆE ZA SMEĆE"
"ZOBENE PAHULJICE BIO 500g";"014591301";"AMO ESSERE BIO";0.5;"KG";1.39;2.78;0;0;0;1.39;"8017596077226";"DORUČAK - PAHULJICE/NAMAZI/MED"
"ČAJ OD KOMORAČA BIO 20F 40g";"014592801";"AMO ESSERE BIO";0.04;"KG";1.29;32.25;0;0;0;1.29;"8017596079879";"KAVA/ČAJEVI/DRUGO"
"ČAJ OD KOMORAČA BIO 20F 40g";"014592801";"AMO ESSERE BIO";0.04;"KG";1.29;32.25;0;0;0;1.29;"8007185023963";"KAVA/ČAJEVI/DRUGO"
"PANIRANI PIL. ŠPINAT ODRE.3kom 300g";"014593801";"LA COLLINA DELLE BONTA'";0.3;"KG";1.99;6.63;0;0;0;1.99;"8017596002037";"ZAMRZNUTA POLUGOTOVA JELA"
"PILEĆI CORDON BLEU 2kom 240g";"014594501";"LA COLLINA DELLE BONTA'";0.24;"KG";1.99;8.29;0;0;0;1.99;"8017596001849";"ZAMRZNUTA POLUGOTOVA JELA"
"ČOKOLADA S HRSKAVOM RIŽOM 90g";"014595801";"DOLCIANDO";0.09;"KG";1.15;12.78;0;0;0;1.15;"8017596100436";"ČOKOLADE"
"ČOKOLADA TAMNA 90% KAKAO 100g";"014595901";"DOLCIANDO";0.1;"KG";2.79;27.9;0;0;0;2.79;"8017596101297";"ČOKOLADE"
"PRALINE TAM.ČOKO.TREŠ LIK.1kg";"014597201";"DOLCIANDO";1;"KG";9.99;9.99;0;0;0;9.99;"8017596066060";"ČOKOLADE"
"PRALINE TAM.ČOKO.TREŠ LIK.1kg";"014597201";"DOLCIANDO";1;"KG";9.99;9.99;0;0;0;9.99;"8003535089139";"ČOKOLADE"
"PANIRANI PILEĆI ODREZAK 3kom 280g";"014605501";"LA COLLINA DELLE BONTA'";0.28;"KG";2.12;7.57;0;0;0;2.12;"8017596041807";"ZAMRZNUTA POLUGOTOVA JELA"
"PILEĆI MEDALJONI 300g";"014605601";"LA COLLINA DELLE BONTA'";0.3;"KG";2.39;7.97;0;0;0;2.39;"8017596041814";"ZAMRZNUTA POLUGOTOVA JELA"
"DETERDŽ. ZA RUBLJE PROTEGG. 3L 40P";"014610501";"DEXAL";3;"LT";3.99;1.33;0;0;0;3.99;"8017596067890";"SRED. ZA PRANJE RUBLJA/POSUĐA"
"KEKSI CIOCOPIU 4X27g";"014616701";"DOLCIANDO";0.108;"KG";1.59;14.72;0;0;0;1.59;"24100175";"KEKSI/VAFLI/SNACKS"
"DVA SVJEŽ PILETA NA PODLOŠKU PAK";"014618801";"NO BRAND";1;"KG";3.09;3.09;0;0;0;3.09;"";"MESO PERADI"
"PILEĆI BATAK I ZABATAK BKK";"014619001";"NO BRAND";1;"KG";5.93;5.93;0;0;0;5.93;"";"MESO PERADI"
"PILEĆA KRILA BEZ ŠPICA";"014619501";"NO BRAND";1;"KG";3.32;3.32;0;0;0;3.32;"";"MESO PERADI"
"PILEĆE PRSI S KOSTI BEZ KOŽE";"014619701";"NO BRAND";1;"KG";7.3;7.3;0;0;0;7.3;"";"MESO PERADI"
"PANIRANI PILEĆI ŠTAPIĆI 300g";"014622801";"LA COLLINA DELLE BONTA'";0.3;"KG";2.69;8.97;0;0;0;2.69;"8017596041821";"ZAMRZNUTA POLUGOTOVA JELA"
"OSVJ. WC ŠKOLJKE OC./LAV./LIM.2x55g";"014625601";"SISTEMA CASA";0.11;"KG";1.89;17.18;1.39;12.64;1.89;1.89;"8017596078827";"INSEKTICIDI/SVIJEĆE/OSVJEŽIVAČ"
"OSVJ. WC ŠKOLJKE OC./LAV./LIM.2x55g";"014625601";"SISTEMA CASA";0.11;"KG";1.89;17.18;1.39;12.64;1.89;1.89;"8017596078810";"INSEKTICIDI/SVIJEĆE/OSVJEŽIVAČ"
"OSVJ. WC ŠKOLJKE OC./LAV./LIM.2x55g";"014625601";"SISTEMA CASA";0.11;"KG";1.89;17.18;1.39;12.64;1.89;1.89;"8017596078834";"INSEKTICIDI/SVIJEĆE/OSVJEŽIVAČ"
"PIJESAK ZA MAČKE BENTONIT 5kg";"014629201";"RADAMES";5;"KG";1.89;0.38;0;0;0;1.89;"8017596015068";"HRANA ZA KUĆNE LJUBIMCE"
"SPREJ PROTIV INSEK.VIŠENAMJEN.400ml";"014630601";"NOOZE";0.4;"LT";2.99;7.48;0;0;0;2.99;"8017596076847";"INSEKTICIDI/SVIJEĆE/OSVJEŽIVAČ"
"PILEĆI ZABATAK BK S KOŽOM";"014631001";"NO BRAND";1;"KG";5.87;5.87;0;0;0;5.87;"";"MESO PERADI"
"*PARMIGIANO REG.DOP 24 MJESECA";"014643101";"NO BRAND";1;"KG";32.9;32.9;0;0;0;32.9;"";"DELIKATESA - SIREVI"
"RAJČICA SJECKANA BIO 400g";"014659301";"AMO ESSERE BIO";0.4;"KG";1.29;3.23;0;0;0;1.29;"8017596102775";"RAJČICA/DODACI"
"GAĆICE ZA UMJER. INK. M 9kom";"014677601";"LA NUOVA PHARMACIA";1;"PZ";5.49;5.49;0;0;0;5.49;"8017596101952";"ULOŠCI/PELENE/VATE"
"KAPSULE KAVA BEZ KOFEINA 16kom 112g";"014682701";"DON JEREZ";0.112;"KG";3.99;35.63;0;0;0;3.99;"8017596101563";"KAVA/ČAJEVI/DRUGO"
"KAPSULE KAVA ESPRESSO 16kom 112g";"014683001";"DON JEREZ";0.112;"KG";3.99;35.63;0;0;0;3.99;"8017596101549";"KAVA/ČAJEVI/DRUGO"
"KAPSULE KAVA CORTADO 16kom 100g";"014683201";"DON JEREZ";0.1;"KG";3.99;39.9;0;0;0;3.99;"8017596101556";"KAVA/ČAJEVI/DRUGO"
"*CRNE MASLINE U SALAMURI";"014694301";"NO BRAND";1;"KG";12.9;12.9;9.9;9.9;12.9;12.9;"";"DELIKATESA - DELIKATESA"
"*PIKANTNE MASLINE U ULJU";"014695101";"NO BRAND";1;"KG";11.9;11.9;8.9;8.9;11.9;11.9;"";"DELIKATESA - DELIKATESA"
"*CRNE MASLINE PEČENE SUHE";"014695201";"NO BRAND";1;"KG";11.9;11.9;0;0;0;11.9;"";"DELIKATESA - DELIKATESA"
"ALUMIN.POSUDE BEZ POK. 12 P, 3kom";"014696601";"SISTEMA CASA";1;"PZ";1.49;1.49;0;0;0;1.49;"8017596100337";"JEDNOKR. PRIBOR/VREĆE ZA SMEĆE"
"KURKUMA 30g";"014697501";"DON JEREZ";0.03;"KG";0.99;33;0;0;0;0.99;"24100144";"ZAČINI/LIOFILIZIRANO"
"TARALLINI INTEGRALNI 300g";"014704901";"NO BRAND";0.3;"KG";2.12;7.07;0;0;0;2.12;"8021851600050";"SLANI PEKARSKI PROIZVODI"
"TARALLINI OD VIŠE VRSTA ŽITAR.300g";"014705101";"NO BRAND";0.3;"KG";2.12;7.07;0;0;0;2.12;"8021851600203";"SLANI PEKARSKI PROIZVODI"
"TARALLINI GRANO ARSO 300g";"014705201";"NO BRAND";0.3;"KG";2.12;7.07;0;0;0;2.12;"8021851600043";"SLANI PEKARSKI PROIZVODI"
".KOLAČIĆI RAZNI PUNJENI 150g";"014714901";"DOLCIANDO";0.15;"KG";2.59;17.27;1.49;9.93;2.29;2.59;"8017596109637";"PROIZVODI BOŽIĆ/USKRS"
".KOLAČIĆI RAZNI PUNJENI 150g";"014714901";"DOLCIANDO";0.15;"KG";2.59;17.27;1.49;9.93;2.29;2.59;"8017596110053";"PROIZVODI BOŽIĆ/USKRS"
".KOLAČ COLOMBINA S ČOKOLADOM 100g";"014717501";"DM DUCA MOSCATI";0.1;"KG";1.59;15.9;0.99;9.9;1.29;1.59;"8017596103482";"PROIZVODI BOŽIĆ/USKRS"
"TJE. DITALINI RIGATI B/GLUTENA 500g";"014717601";"TRE MULINI";0.5;"KG";1.89;3.78;1.39;2.78;1.89;1.89;"8017596101662";"TJESTENINA"
"SVINJSKI FILE VP";"014718801";"NO BRAND";1;"KG";8.89;8.89;0;0;0;8.89;"";"MESO SVINJSKO"
"DETER. RUBLJE SUPERBIANCO 3l 42p";"014730601";"DEXAL";3;"LT";4.29;1.43;0;0;0;4.29;"8017596061768";"SRED. ZA PRANJE RUBLJA/POSUĐA"
"VOĆNI N.BRESKVA/TREŠNJA 4X25g";"014752701";"PUERTOSOL";0.1;"KG";0.89;8.9;0;0;0;0.89;"8017596102386";"DORUČAK - PAHULJICE/NAMAZI/MED"
"VOĆNI N.BRESKVA/TREŠNJA 4X25g";"014752701";"PUERTOSOL";0.1;"KG";0.89;8.9;0;0;0;0.89;"8017596102409";"DORUČAK - PAHULJICE/NAMAZI/MED"
"VOĆNI N.JAGODA/MARELICA 4X25g";"014752801";"PUERTOSOL";0.1;"KG";0.89;8.9;0;0;0;0.89;"8017596102379";"DORUČAK - PAHULJICE/NAMAZI/MED"
"VOĆNI N.JAGODA/MARELICA 4X25g";"014752801";"PUERTOSOL";0.1;"KG";0.89;8.9;0;0;0;0.89;"8017596102393";"DORUČAK - PAHULJICE/NAMAZI/MED"
"MASLINE VELIKE BEZ KOŠTICE 560/260g";"014761801";"VARIAGUSTO";0.26;"KG";2.29;8.81;0;0;0;2.29;"8017596009111";"KONZER.PROIZVODI U ULJU/OCTU"
"ČAJ KAMILICA 20F 33,4g";"014775301";"LESTER HOUSE";0.0334;"KG";0.89;26.65;0;0;0;0.89;"8017596079862";"KAVA/ČAJEVI/DRUGO"
"PAPIRNATI RUČNICI 2S, 400L,1R";"014780401";"SOFT DREAM";1;"PZ";3.79;3.79;0;0;0;3.79;"8017596012036";"PAPIRNATI PROIZVODI"
"PRIPRAVAK ZA ŠLAG 500ml";"014802601";"FIOR DI NATURA";0.5;"LT";1.69;3.38;0;0;0;1.69;"8017596102447";"MLIJEČNI PROIZVODI UHT - JAJA"
"ORAH JEZGRA 100g";"014807601";"MISTER SIBAMBA";0.1;"KG";1.59;15.9;0;0;0;1.59;"8017596103406";"VOĆE SUHO/ORAŠASTO"
"ALUMIN.POSUDE B.POK. 6 P, 4kom";"014809901";"SISTEMA CASA";1;"PZ";1.49;1.49;0;0;0;1.49;"8017596100313";"JEDNOKR. PRIBOR/VREĆE ZA SMEĆE"
"LIGNJUN KOLUTIĆI 500g";"014811501";"ONDINA";0.5;"KG";6.59;13.18;0;0;0;6.59;"8017596040534";"ZAMRZNUTA RIBA/MORSKI PLODOVI"
"LIGNJUN KOLUTIĆI 500g";"014811501";"ONDINA";0.5;"KG";6.59;13.18;0;0;0;6.59;"8420567018645";"ZAMRZNUTA RIBA/MORSKI PLODOVI"
"ŽVAKAĆA G. PROFESSIONAL 60kom84g";"014826101";"NO BRAND";0.084;"KG";2.29;27.26;0;0;0;2.29;"4009900522212";"SLATKIŠI I BOMBONI"
"ČOKOLADNI VAFEL SNACK 3x45g 135g";"014837501";"DOLCIANDO";0.135;"KG";1.89;14;0;0;0;1.89;"8004800004574";"ČOKOLADE"
"ČOKOLADNI VAFEL SNACK 3x45g 135g";"014837501";"DOLCIANDO";0.135;"KG";1.89;14;0;0;0;1.89;"8017596107824";"ČOKOLADE"
"SACCH.A STRAPPO BIO 25+5+5X50 1500p";"014840901";"NO BRAND";1;"PZ";57.73;57.73;0;0;0;57.73;"";"EKONOMAT - ODJEL MESNICA"
"PAŠTETA ZA PSE PREMIUM 2 VRSTE 150g";"014842201";"RADAMES";0.15;"KG";0.59;3.93;0;0;0;0.59;"8017596019486";"HRANA ZA KUĆNE LJUBIMCE"
"PAŠTETA ZA PSE PREMIUM 2 VRSTE 150g";"014842201";"RADAMES";0.15;"KG";0.59;3.93;0;0;0;0.59;"8017596019493";"HRANA ZA KUĆNE LJUBIMCE"
"KONFETE BADEM 500g";"014853801";"DOLCIANDO";0.5;"KG";3.98;7.96;0;0;0;3.98;"8017596102973";"SLATKIŠI I BOMBONI"
"COLA LIMUN 1500ml";"014856701";"BLUES";1.5;"LT";0.95;0.63;0;0;0;0.95;"8017596104090";"BEZALKOHOLNA PIĆA"
"COLA LIMUN 1500ml";"014856701";"BLUES";1.5;"LT";0.95;0.63;0;0;0;0.95;"8017596121042";"BEZALKOHOLNA PIĆA"
"ULOŠCI ZA SLABU INK.SUPER 14kom";"014859701";"LA NUOVA PHARMACIA";1;"PZ";2.99;2.99;0;0;0;2.99;"8017596101945";"ULOŠCI/PELENE/VATE"
"HIGIJENSKA PLAHTA 80X180cm 15kom";"014860101";"LA NUOVA PHARMACIA";1;"PZ";5.99;5.99;0;0;0;5.99;"8017596101976";"ULOŠCI/PELENE/VATE"
"KEFIR 480g";"014860401";"LAND";0.48;"KG";1.15;2.4;0;0;0;1.15;"3023290020142";"JOGURTI I DESERTI"
"KEFIR 480g";"014860401";"LAND";0.48;"KG";1.15;2.4;0;0;0;1.15;"8017596103727";"JOGURTI I DESERTI"
"TOALETNI PAPIR 3 S,300L,6R";"014860501";"SOFT DREAM";1;"PZ";3.89;3.89;0;0;0;3.89;"8017596102812";"PAPIRNATI PROIZVODI"
