BARKOD_ARTIKLA,SIFRA_ARTIKLA,NAZIV_ARTIKLA,BRAND,ROBNA_STRUKTURA,JEDINICA_MJERE,NETO_KOLICINA,MPC,MPC_POSEBNA_PRODAJA,CIJENA_PO_JM,MPC_NAJNIZA_30,MPC_020525,DATUM_ULASKA_NOVOG_ARTIKLA,PRVA_CIJENA_NOVOG_ARTIKLA
5000299605004,10030942,"GIN 0,70 L BEEFEATER 24",,PAKIRANA HRANA I PIĆE,kom,"1,000","33,99",,"33,99",,"33,99",,
3859893357138,10031583,"PIVO BOŽIĆNO 0,5 L BOCA",,PAKIRANA HRANA I PIĆE,kom,"0,500","2,75",,"5,5",,"2,39",,
8007898042305,10031778,BRISAČ PODA MOP TRAKASTI,,NEPREHRANA,kom,"1,000","2,29",,"2,29",,"2,29",,
9002043034197,10032131,SENF 1.2 kg SENNA,,PAKIRANA HRANA I PIĆE,kom,"1,200","6,49",,"5,41",,"6,49",,
3850112142894,10032860,"GIN 0,7 L SAX DRY BADEL",SAX,PAKIRANA HRANA I PIĆE,kom,"0,700","12,99",,"18,56",,"12,99",,
8001090698346,10033271,PAMPERS PANTS SPLASHER S3 12/1,PAMPERS,NEPREHRANA,kom,"12,000","7,49",,"0,62",,"7,49",,
3858883239669,10034547,LAMPION DIAMANT PAXDEI,,NEPREHRANA,kom,"1,000","3,69",,"3,69",,"3,69",,
9000100883085,10034724,BOJA ZA KOSU PALETTE ICC W2 TA,PALETTE,NEPREHRANA,kom,"1,000","5,99",,"5,99",,"5,99",,
4003310159808,10034991,"PJEN.HENKEL TROCKEN 1,5L",,PAKIRANA HRANA I PIĆE,kom,"1,500","35,99",,"23,99",,"35,99",,
8004030538023,10030614,PAŠTETA TUNA I 3 PAPRA 100 g,RIO MARE,PAKIRANA HRANA I PIĆE,kom,"0,100",,"1,99","19,9","4,29","4,29",,
3831070652199,10030686,GEL ZA TUŠ. 250 ml GROŽĐE,AFRODITA,NEPREHRANA,kom,"0,250","2,85",,"11,4",,"2,85",,
3859891493616,10034296,SAL.KIS.KUPUS 250g MASLIN.,,SVJEŽI ODJELI,kom,"0,250","1,45",,"5,8",,"1,45",,
3850104024917,10036529,KVIKI GRIC PANCETA 50 g PODRAV,KVIKI,PAKIRANA HRANA I PIĆE,kom,"0,050","0,95",,19,,"0,95",,
3753,10037301,KOLAČ RAŠKO/VIŠ. 125 g VIKTOR,,SVJEŽI ODJELI,kom,"0,125","1,17",,"9,34",,"1,17",,
3858884090634,10037511,"ČAJ KOPRIVA 20*1,5 g NATURAVIT",NATURAVITA,PAKIRANA HRANA I PIĆE,kom,"0,030","2,49",,83,,"2,49",,
8691707062402,10037923,KEKS PAPITA 33 g SOLEN,SOLEN,PAKIRANA HRANA I PIĆE,kom,"0,033","0,39",,"11,82",,"0,39",,
8606017374251,10040616,ŠTAPIĆI KIKIRIKI 40 g PARDON,PARDON,PAKIRANA HRANA I PIĆE,kom,"0,040","0,65",,"16,25",,"0,65",,
291840,10041624,SM. MUZGAVAC,,SVJEŽI ODJELI,kg,"1,000","5,97",,"5,97",,"5,97",,
4023103126251,10042645,VALJAK ZA UKLANJANJE DLAKA 58 KOM PET PRO VILEDA,,NEPREHRANA,kom,"58,000","6,49",,"0,11",,"6,49",,
3838975567214,10044318,PAŠTETA KOKOŠJA 3X95 g ARGETA,ARGETA,PAKIRANA HRANA I PIĆE,kom,"0,285","4,29",,"15,05",,"4,29",,
3800093510144,10044536,KOLAČ KAKAO KREMA 300 g LA TRE,CAKE MANIA,PAKIRANA HRANA I PIĆE,kom,"0,300",,"1,29","4,3","1,89","1,89",,
4015400922674,10045140,DET. ZA POSUĐE 450 ml JAR POMEGRANATE,JAR,NEPREHRANA,kom,"1,000",,"1,89","1,89","2,29","2,29",,
5060120163851,10045350,XPEL SPREJ 70 ml UBLAŽAVA UBOD,XPEL,NEPREHRANA,kom,"0,070","3,29",,47,,"3,29",,
5906927020846,10045901,SVIJEĆA MIRISNA XMAS DEZEN,,NEPREHRANA,kom,"1,000","4,29",,"4,29",,"4,29",,
5997381369619,10050303,SLADILO SWEET ZERO 200 g DR.OE,DR. OETKER,PAKIRANA HRANA I PIĆE,kom,"0,200","4,99",,"24,95",,"4,99",,
5200352990003,10050369,MASLINE KALAM.CIJ.360 g FOS,,PAKIRANA HRANA I PIĆE,kom,"0,360","4,99",,"13,86",,"4,99",,
7622202215735,10050702,KROASAN FAM. MILLEF.185 g 7DAY,7 DAYS,PAKIRANA HRANA I PIĆE,kom,"0,185","2,99",,"16,16",,"2,99",,
3870183400396,10051226,NAPITAK GAZ.NARANČA 1 L PIPI,PIP,PAKIRANA HRANA I PIĆE,kom,"1,000","1,49",,"1,49",,"1,49",,
3850105176769,10051520,"FAKS 3,51 kg C.AQUAMARINE",FAKS,NEPREHRANA,kom,"3,510","13,09",,"3,73",,"13,09",,
8592326013755,10051810,AIRWICK FR.MAT. REFILL 250ml R,AIRWICK,NEPREHRANA,kom,"1,000","8,99",,"8,99",,"8,99",,
9005800388441,10052213,MLIJEKO ZA TIJELO 400 ml NIVEA Q10,NIVEA,NEPREHRANA,kom,"0,400","11,99",,"29,98",,"11,99",,
3850103002312,10000032,"PIVO KARLOVAČKO 0,5 L LIM.",KARLOVAČKO PIVO,PAKIRANA HRANA I PIĆE,kom,"0,500","1,49",,"2,98",,"1,49",,
3859888152014,10000042,VODA GAZ.1 L JAMNICA,JAMNICA,PAKIRANA HRANA I PIĆE,kom,"1,000","0,75",,"0,75",,"0,75",,
291449,10000090,KRUMPIR,,SVJEŽI ODJELI,kg,"1,000","0,89",,"0,89",,"0,89",,
4011800572518,10040397,CORNY BIG ČOKOLADA KEKS 50 g,CORNY,PAKIRANA HRANA I PIĆE,kom,"0,050","1,29",,"25,8",,"1,29",,
3856020249847,10051057,NAPITAK ZOB 1 L O PLANT,PODRAVKA,PAKIRANA HRANA I PIĆE,kom,"1,000",,"2,19","2,19","3,49","3,49",,
3850105178886,10051578,FAKS 900 ml GEL MICELLAR,FAKS,NEPREHRANA,kom,"0,900","8,49",,"9,43",,"7,99",,
9000100632706,10051891,BOJA ZA KOSU SYOSS COLOR 3-1,SYOSS,NEPREHRANA,kom,"1,000",,"1,75","1,75","3,49","7,29",,
290421,10058836,BLITVA SNIŽENO,,SVJEŽI ODJELI,kg,"1,000","1,25",,"1,25",,1,,
290933,10058872,ŠIPAK SNIŽENO,,SVJEŽI ODJELI,kg,"1,000","1,25",,"1,25",,"1,25",,
290318,10000001,BANANA,,SVJEŽI ODJELI,kg,"1,000","1,45",,"1,45",,"1,45",,
5449000000286,10000012,NAPITAK GAZ.2 L COCA-COLA,COCA COLA,PAKIRANA HRANA I PIĆE,kom,"2,000","2,29",,"1,15",,"2,29",,
290282,10000056,KRUMPIR MLADI,,SVJEŽI ODJELI,kg,"1,000","0,89",,"0,89",,"0,89",,
293723,10000067,SVINJSKA LEĐA BK,,SVJEŽI ODJELI,kg,"1,000","6,59",,"6,59",,"6,59",,
290765,10000112,JABUKA ZLATNI DELIŠES,,SVJEŽI ODJELI,kg,"1,000","1,59",,"1,59",,"1,59",,
3838600024945,10000129,VODA GAZ.1 L DONAT MG PET,DONAT MG,PAKIRANA HRANA I PIĆE,kom,"1,000","2,19",,"2,19",,"2,19",,
3850131986011,10000151,"PIVO OŽUJSKO 4X0,5 L LIMENKA",OŽUJSKO,PAKIRANA HRANA I PIĆE,kom,"2,000","5,35",,"2,68",,"5,35",,
3850102314126,10000178,KEKS DOMAĆICA ČOK.300 g KRAŠ,DOMAĆICA,PAKIRANA HRANA I PIĆE,kom,"0,300","3,49",,"11,63",,"3,49",,
290738,10000192,KUPUS MLADI,,SVJEŽI ODJELI,kg,"1,000","1,49",,"1,49",,"1,49",,
3850257019457,10000197,VINO GRAŠEVINA 3 L BNB BELJE,VINA BELJE,PAKIRANA HRANA I PIĆE,kom,"3,000","15,49",,"5,16",,"15,49",,
5202864001789,10000210,RUČNIK PAP. JUMBO REGINA 1/1,REGINA,NEPREHRANA,kom,"1,000","3,29",,"3,29",,"3,29",,
291580,10000240,LUK BIJELI (ČEŠNJAK) RFS,,SVJEŽI ODJELI,kg,"1,000","4,99",,"4,99",,"4,99",,
292770,10000248,SIR LIVANJSKI PUĐA,,HLAĐENO I SMRZNUTO,kg,"1,000","21,49",,"21,49",,"21,49",,
292362,10000205,SIR OVIDUR VINDIJA,VINDIJA SIREVI,HLAĐENO I SMRZNUTO,kg,"1,000","30,49",,"30,49",,"30,49",,
3858887580644,10000221,"PIVO PAN ZLATNI 0,5 L LIMENKA",PAN ZLATNI,PAKIRANA HRANA I PIĆE,kom,"0,500",,"1,19","2,38","1,59","1,59",,
293435,10000251,MORTADELA S MASLINAMA PIK,PIK,HLAĐENO I SMRZNUTO,kg,"1,000","10,89",,"10,89",,"10,89",,
290327,10000259,"SIR GRAND OVAL TRAPIST 2,6 kg",SIRELA,HLAĐENO I SMRZNUTO,kg,"1,000","12,99",,"12,99",,"12,99",,
80310891,10000266,KINDER JOY 20 g,FERRERO KJ&S,PAKIRANA HRANA I PIĆE,kom,"0,020","1,59",,"79,5",,"1,59",,
5449000044679,10000283,"NAPITAK GAZ.1,5 L TONIC WATER",SCHWEPPES,PAKIRANA HRANA I PIĆE,kom,"1,500","2,25",,"1,5",,"2,25",,
9002490100070,10000299,"RED BULL 0,25 L LIM.",RED BULL,PAKIRANA HRANA I PIĆE,kom,"0,250","1,69",,"6,76",,"1,69",,
3850108011760,10000318,"MLIJEKO SVJEŽE 3,2% 1,75 L Z BREGOV",,HLAĐENO I SMRZNUTO,kom,"1,750","2,19",,"1,25",,"2,19",,
292748,10000326,SIR TILZIT 45% VALIO,VALIO,HLAĐENO I SMRZNUTO,kg,"1,000","9,29",,"9,29",,"9,29",,
4008400290126,10000332,DESERT ML.PINGUI 30 g KINDER,KINDER,HLAĐENO I SMRZNUTO,kom,"0,030","0,75",,25,,"0,75",,
3850116008622,10000356,SLADOLED FUN TIME M6,LEDO,HLAĐENO I SMRZNUTO,kom,"0,660","5,29",,"8,02",,"5,29",,
3858889892431,10000361,KOLAČ ČUPAVCI 260 g MLINAR,MLINAR,SVJEŽI ODJELI,kom,"0,260","4,65",,"17,88",,"4,65",,
3850120700079,10000376,KEKS ČAJNI KOLUTIĆI 800 g KRAŠ,KRAŠ KEKSI I ČAJNA PECIVA,PAKIRANA HRANA I PIĆE,kom,"0,800",,"2,99","3,74","3,89","3,89",,
3850116506623,10000378,ŠLAG 220 ml LEDO,LEDO,HLAĐENO I SMRZNUTO,kom,"0,220","2,29",,"10,41",,"2,29",,
5449000044709,10000424,"NAPITAK GAZ.1,5 L BITTER LEMON",SCHWEPPES,PAKIRANA HRANA I PIĆE,kom,"1,500","2,25",,"1,5",,"2,25",,
3858892940143,10000436,PERŠIN LIST 100 g,,SVJEŽI ODJELI,kom,"0,100","1,29",,"12,9",,"1,29",,
3858886935117,10000439,KRUMPIR PAK. 3 kg MARINERO,MARINERO,SVJEŽI ODJELI,kom,"3,000","2,52",,"0,84",,"2,52",,
8002230000302,10000457,"LIKER APEROL 0,7 L",APEROL,PAKIRANA HRANA I PIĆE,kom,"0,700","18,49",,"26,41",,"18,49",,
186,10000365,ANANAS KOM.,,SVJEŽI ODJELI,kom,"1,000","2,19",,"2,19",,"2,29",,
3850354008606,10000366,VRHNJE ZA KUHANJE BOCA 500 g BRZO&FINO,BRZO & FINO,HLAĐENO I SMRZNUTO,kom,"0,500",,"2,89","5,78","3,39","3,39",,
38500039,10000374,PUDING ČOKOLADA 125 g VINDIJA,MLIJEČNI PUDING,HLAĐENO I SMRZNUTO,kom,"0,125","0,65",,"5,2",,"0,65",,
3858881227613,10000404,KOBASICA ČAJNA NARESCI 80 g,GAVRILOVIĆ,HLAĐENO I SMRZNUTO,kom,"0,080","2,45",,"30,63",,"2,45",,
290882,10000412,STOLNO GROŽĐE CRVENO,,SVJEŽI ODJELI,kg,"1,000","3,99",,"3,99",,"3,99",,
4014400900217,10000413,BOMBONJERA MERCI 400 g,MERCI,PAKIRANA HRANA I PIĆE,kom,"0,400","14,49",,"36,23",,"14,49",,
3850108040500,10000443,PUDING CHOCO LOCO 4X125 g VI,FINO MI JE,HLAĐENO I SMRZNUTO,kom,"0,500","1,85",,"3,7",,"1,85",,
5099873045367,10000493,WHISKEY 1 L JACK DANIELS,JACK DANIELS 4%,PAKIRANA HRANA I PIĆE,kom,"1,000","31,49",,"31,49",,"31,49",,
3850104210259,10000513,ČOKOLINO VREĆ.500 g PODRAVKA,ČOKOLINO,PAKIRANA HRANA I PIĆE,kom,"0,500","4,99",,"9,98",,"4,99",,
3859888906037,10000522,ULJE MASLINOVO EX.DJ.1 LTREN,TRENTON,PAKIRANA HRANA I PIĆE,kom,"1,000","13,49",,"13,49",,"13,49",,
3850116875873,10000539,SLADOLED TORTA ROĐENDANSKA 1000 g,LEDO,HLAĐENO I SMRZNUTO,kom,"1,000","18,49",,"18,49",,"18,49",,
293271,10000473,KRUŠKA WILLIAMS,,SVJEŽI ODJELI,kg,"1,000",,"1,49","1,49","1,49","1,99",,
290360,10000491,SIR TVRDI BOVITO DELICATO,DELICATO,HLAĐENO I SMRZNUTO,kg,"1,000","14,49",,"14,49",,"14,49",,
293890,10000529,PECIVO LEPINJA 150 g BOBIS,BOBIS,SVJEŽI ODJELI,kom,"0,150","0,6",,"3,97",,"0,6",,
5996037079797,10000531,DOMESTOS PINE FRESH 750 ml,DOMESTOS,NEPREHRANA,kom,"0,750","2,95",,"3,93",,"2,95",,
290623,10000532,KRAFNA KAKAO PRELJEV 80 g BOBI,BOBIS,SVJEŽI ODJELI,kom,"0,080","0,89",,"11,13",,"0,89",,
290155,10000580,ŠUNKA ZA PIZZU GAVRILOVIĆ,GAVRILOVIĆ,HLAĐENO I SMRZNUTO,kg,"1,000","7,49",,"7,49",,"7,49",,
3850112141194,10000585,PRIMA BRAND 35% 1 L BADEL,BADEL PRIMA,PAKIRANA HRANA I PIĆE,kom,"1,000","11,39",,"11,39",,"11,39",,
9002490210939,10000631,"RED BULL 0,355 L LIM.",RED BULL,PAKIRANA HRANA I PIĆE,kom,"0,360",,"1,69","4,69","2,49","2,49",,
3858886934912,10000665,SIR EMENTALER 150 g DELICATO,DELICATO,HLAĐENO I SMRZNUTO,kom,"0,150",,"1,49","9,93","1,69","2,29",,
3850116007328,10000729,SLADOLED LINOLADA LEDO,LINO LADA,HLAĐENO I SMRZNUTO,kom,"0,090","1,99",,"22,11",,"1,99",,
290503,10000748,KRUH SOVITAL 350 g BOBIS,BOBIS,SVJEŽI ODJELI,kg,"0,350","2,19",,"6,25",,"2,19",,
3850339402160,10000755,PUREĆI MEDALJONI 300 g VINDIJ,VINDON,SVJEŽI ODJELI,kom,"0,300",,"4,39","14,63","6,99","6,99",,
140,10000762,MASLAC 20 g DUKAT,DUKAT,HLAĐENO I SMRZNUTO,kom,"0,020","0,55",,"27,5",,"0,55",,
3859888140189,10000592,TUNJ S POVR.U UMAKU 115 g EVA,EVA,PAKIRANA HRANA I PIĆE,kom,"0,115","2,69",,"23,39",,"2,69",,
2105499,10000621,SLANINA DIMLJENA VAC /kg BOKUN GUŠ,BOKUN GUŠTA,HLAĐENO I SMRZNUTO,kg,"1,000","14,99",,"14,99",,"14,99",,
3850354001133,10000633,JOGURT ČVRSTI 180 g DUKAT,DUKAT,HLAĐENO I SMRZNUTO,kom,"0,180","0,44",,"2,44",,"0,44",,
3850354015819,10000640,JOGURT B.AKTIV LGG 1 kg DUKAT,B.AKTIV,HLAĐENO I SMRZNUTO,kom,"1,000","2,85",,"2,85",,"2,85",,
291691,10000644,KUPUS SVJEŽI ZELENI,,SVJEŽI ODJELI,kg,"1,000","0,79",,"0,79",,"0,79",,
3850354015055,10000648,NAMAZ ML.70 g DUKATELA,DUKAT,HLAĐENO I SMRZNUTO,kom,"0,070","0,89",,"12,71",,"0,89",,
3858893252788,10000651,MATOVILAC 100 g,,SVJEŽI ODJELI,kom,"0,100","1,19",,"11,9",,"1,19",,
5000289925440,10000657,"GIN 0,70 L GORDON'S DRY",GORDONS,PAKIRANA HRANA I PIĆE,kom,"0,700","21,49",,"30,7",,"21,49",,
290114,10000659,SIR EMENTALER  PRESIDENT,PRESIDENT,HLAĐENO I SMRZNUTO,kg,"1,000","14,49",,"14,49",,"14,49",,
3850104051012,10000690,AJVAR BLAGI 690 g PODRAVKA,PODRAVKA,PAKIRANA HRANA I PIĆE,kom,"0,690",,"2,79","4,04","4,29","4,29",,
3856015303240,10000730,KRASTAVCI DEL.670 g ZVIJEZD,ZVIJEZDA KONZERVIRANO POVRĆE,PAKIRANA HRANA I PIĆE,kom,"0,350","3,29",,"9,4",,"3,29",,
3858881080744,10000751,PALENTA INST.450 g VR.FRANC,FRANCK,PAKIRANA HRANA I PIĆE,kom,"0,450","1,39",,"3,09",,"1,39",,
293101,10000781,SIR LIVANJAC PUĐA,,HLAĐENO I SMRZNUTO,kg,"1,000","19,99",,"19,99",,"19,99",,
290412,10000785,SIR GOUDA VINDIJA,VINDIJA SIREVI,HLAĐENO I SMRZNUTO,kg,"1,000","6,49",,"6,49",,"6,49",,
8076809582452,10000793,TOST PAN CARE 285 g MULINO BI,MULINO BIANCO,SVJEŽI ODJELI,kom,"0,285","1,59",,"5,58",,"1,59",,
290062,10000836,ŠUNKA U OVITKU DELICATO,DELICATO,HLAĐENO I SMRZNUTO,kg,"1,000","6,65",,"6,65",,"6,65",,
3858886934905,10000855,SIR TILZIT 150 g DELICATO,DELICATO,HLAĐENO I SMRZNUTO,kom,"0,150",,"1,39","9,27","1,59","2,29",,
8008755003057,10000856,TOST INTEGRALNI 400 g ORVA,ORVA,SVJEŽI ODJELI,kom,"0,400","1,59",,"3,98",,"1,59",,
3850102009640,10000890,KEKS DOMAĆICA EX.ČOK. 220 g KR,DOMAĆICA,PAKIRANA HRANA I PIĆE,kom,"0,220","3,49",,"15,86",,"3,49",,
3859888129849,10000772,TRAVARICA 1 L VINOPLOD,VINOPLOD TRAVARICA,PAKIRANA HRANA I PIĆE,kom,"1,000","14,99",,"14,99",,"14,99",,
3850139520453,10000807,ŠUNKA PUREĆA DIMLJENA 100 g,PIK,HLAĐENO I SMRZNUTO,kom,"0,100","2,75",,"27,5",,"2,75",,
8594002782016,10000862,KAVA LEDENA CAPPUCCINO PARMALAT 200 ml,PARMALAT,HLAĐENO I SMRZNUTO,kom,"0,200","2,29",,"11,45",,"2,29",,
290295,10000872,SIR TRAPIST PAŠKA SIRANA,,HLAĐENO I SMRZNUTO,kg,"1,000","18,49",,"18,49",,"18,49",,
290988,10000884,KOBASICA PANONA VAK PIK,PIK,HLAĐENO I SMRZNUTO,kg,"1,000","21,99",,"21,99",,"21,99",,
3856021302190,10000888,KIKIRIKI SLANI 250 g NUTLINE,FRANCK,PAKIRANA HRANA I PIĆE,kom,"0,250","2,99",,"11,96",,"2,99",,
3850116006000,10000900,SLADOLED SNJEGULJICA M6,SNJEGULJICA,HLAĐENO I SMRZNUTO,kom,"0,390","5,29",,"13,56",,"5,29",,
3850104050718,10000903,CIKLA 660 g PODRAVKA,PODRAVKA,PAKIRANA HRANA I PIĆE,kom,"0,380","2,49",,"6,55",,"2,49",,
5449000333421,10000961,NAPITAK NEG. NAR.PULPY 1 L CAP,CAPPY PULPY ORANGE,PAKIRANA HRANA I PIĆE,kom,"1,000","2,69",,"2,69",,"2,69",,
3870128023932,10001007,"OMEKŠIVAČ 2,7 L VIOLETA CORAL",VIOLETA,NEPREHRANA,kom,"2,700","7,29",,"2,7",,"7,29",,
3838600253345,10001045,"VODA GAZ.0,5 L DONAT MG PET",DONAT MG,PAKIRANA HRANA I PIĆE,kom,"0,500","1,49",,"2,98",,"1,49",,
3858884600932,10001067,"VODA AROM.0,5 L LIMUN/LIM JANA",JANA AROMATIZIRANA VODA,PAKIRANA HRANA I PIĆE,kom,"0,500","1,15",,"2,3",,"1,15",,
3850102007929,10001085,BAJADERA 150 g KRAŠ,BAJADERA,PAKIRANA HRANA I PIĆE,kom,"0,150",,"4,69","31,27","6,99","6,99",,
3850112170590,10001091,"VINO POŠIP 0,75 L PZ SVIRČE",,PAKIRANA HRANA I PIĆE,kom,"0,750","10,99",,"14,65",,"10,99",,
3850158300906,10001112,"ŠLJIVOVICA 0,5 L MARASKA",MARASKA,PAKIRANA HRANA I PIĆE,kom,"0,500",,"6,99","13,98","9,49","9,49",,
3858888594909,10001122,SIR TOPLJENI CLAS.140 g RETRO,ZDENKA,HLAĐENO I SMRZNUTO,kom,"0,140","2,29",,"16,36",,"2,29",,
80177609,10001154,KINDER ČOKOLADA 50 g,FERRERO CHOCOLATE,PAKIRANA HRANA I PIĆE,kom,"0,050","1,09",,"21,8",,"1,09",,
8076800376999,10001168,TJ.BARILLA LASAGNE 500 g,BARILLA,PAKIRANA HRANA I PIĆE,kom,"0,500","4,99",,"9,98",,"4,99",,
3858890975000,10000944,"NAPITAK NEG.MULTIV.1,5 L JUICY",JUICY,PAKIRANA HRANA I PIĆE,kom,"1,500","1,79",,"1,19",,"1,79",,
5941017016354,10000956,"NESCAFE 3U1 CLASSIC 16,5 g",NESCAFE,PAKIRANA HRANA I PIĆE,kom,"0,017","0,39",,"22,94",,"0,39",,
5996037079780,10000978,DOMESTOS CITRUS 750 ml,DOMESTOS,NEPREHRANA,kom,"0,750","2,95",,"3,93",,"2,95",,
3850104050053,10001029,GRAŠAK LIM.850 g PODRAVKA,PODRAVKA,PAKIRANA HRANA I PIĆE,kom,"0,520","2,79",,"5,37",,"2,79",,
5319991155824,10001033,VINO CABERNET/SAUVIGNON2 L PET,DALVINA,PAKIRANA HRANA I PIĆE,kom,"2,000","6,99",,"3,5",,"6,99",,
3850108058215,10001046,SIR GAUDA MAP 150 g VINDIJA,VINDIJA SIREVI,HLAĐENO I SMRZNUTO,kom,"0,150","3,29",,"21,93",,"2,99",,
4014500516646,10001058,DESERT ML.150 g MONTE,ZOTT,HLAĐENO I SMRZNUTO,kom,"0,150","1,19",,"7,93",,"1,19",,
290824,10001064,"SIR MOZZARELLA 2,5 kg",,HLAĐENO I SMRZNUTO,kg,"1,000","16,99",,"16,99",,"16,99",,
3850108040180,10001109,PUDING ČOK/ŠLAG 4X125 g VIND,FINO MI JE,HLAĐENO I SMRZNUTO,kom,"0,500","2,29",,"4,58",,"2,29",,
3870085020258,10001140,SIR SVJEŽI S VRHNJEM 450 g,,HLAĐENO I SMRZNUTO,kom,"0,450","3,29",,"7,31",,"3,29",,
3850133800773,10001153,PRŠUT NARESCI 90 g ŽITO,DOBRO,HLAĐENO I SMRZNUTO,kom,"0,090","3,59",,"39,89",,"3,69",,
7622300340285,10001157,NAMAZ SIRNI ORIGINAL 175 g PHILADELPHIA,KRAFT,HLAĐENO I SMRZNUTO,kom,"0,180","3,99",,"22,17",,"3,99",,
40084107,10001174,KINDER JAJE 20 g,FERRERO KJ&S,PAKIRANA HRANA I PIĆE,kom,"0,020","1,59",,"79,5",,"1,59",,
3850354001560,10001176,ACIDOFIL 180 g DUKAT,DUKAT,HLAĐENO I SMRZNUTO,kom,"0,180","0,69",,"3,83",,"0,69",,
8009470031073,10001177,ARTU MP 1230 g PILETINA,ARTU,NEPREHRANA,kom,"1,230","1,89",,"1,54",,"1,89",,
3850139190892,10001212,PARIZER PIKO NAREZAK 200 g,PIKO,HLAĐENO I SMRZNUTO,kom,"0,200","3,05",,"15,25",,"3,05",,
3858892941201,10001213,GLJIVE SHIITAKE 100 g ,,SVJEŽI ODJELI,kom,"0,100","1,69",,"16,9",,"1,69",,
3858892940310,10001221,ORAH JEZGRA 350g,,PAKIRANA HRANA I PIĆE,kom,"0,350","4,45",,"12,71",,"4,45",,
3850131290019,10001205,"PIVO BECK'S 0,50 L BOCA POV",,PAKIRANA HRANA I PIĆE,kom,"0,500","1,35",,"2,7",,"1,35",,
7622210765338,10001207,KEKS 176 g OREO,OREO,PAKIRANA HRANA I PIĆE,kom,"0,180",,"1,59","8,83","2,29","2,29",,
3859889396455,10001295,"VINO POŠIP 0,75 L  MATUŠKO",,PAKIRANA HRANA I PIĆE,kom,"0,750","10,99",,"14,65",,"10,99",,
3850112110398,10001317,"PELINKOVAC GOR.0,1 L BADEL1862",BADEL PELINKOVAC,PAKIRANA HRANA I PIĆE,kom,"0,100","1,79",,"17,9",,"1,79",,
298877,10001350,KRUH FINAC 500 g BOBIS,BOBIS,SVJEŽI ODJELI,kg,"0,500","2,19",,"4,38",,"2,19",,
9002490100490,10001370,"RED BULL 4x0,25 L LIM",RED BULL,PAKIRANA HRANA I PIĆE,kom,"1,000","6,29",,"6,29",,"6,29",,
8000500003787,10001374,FERRERO ROCHER 200 g T16,FERRERO PRALINE,PAKIRANA HRANA I PIĆE,kom,"0,200","6,99",,"34,95",,"6,99",,
3850104003189,10001265,JUHA KOKOŠJA S TJ.62 g PODRAV,PODRAVKA,PAKIRANA HRANA I PIĆE,kom,"0,062",,"0,79","12,74","0,99","0,99",,
291033,10001267,ZIMSKA SALAMA CIJELA PODRAVKA,PODRAVKA,HLAĐENO I SMRZNUTO,kg,"1,000","20,49",,"20,49",,"20,49",,
3858881320017,10001288,TOST 500 g KLARA,KLARA,SVJEŽI ODJELI,kom,"0,500","2,59",,"5,18",,"2,59",,
3850354015956,10001296,KEFIR 1000 g DUKAT,DUKAT,HLAĐENO I SMRZNUTO,kom,"1,000",,"1,89","1,89","2,59","2,59",,
3838700540369,10001307,RIŽA VREĆ.800 g ZLATO POLJE,ZLATO POLJE,PAKIRANA HRANA I PIĆE,kom,"0,800","2,99",,"3,74",,"2,99",,
3858890975185,10001310,"NAPITAK NEG.LIMUNADA1,5 L JUIC",JUICY FRUITS,PAKIRANA HRANA I PIĆE,kom,"1,500","1,79",,"1,19",,"1,79",,
3850159127144,10001311,HRENOVKE PIL.500 g GURMANIKA,GURMANIKA,HLAĐENO I SMRZNUTO,kom,"0,500","1,34",,"2,68",,"1,34",,
3850354001485,10001312,DESERT ČOKOLADNI MOUSSE 100 g DUKAT,DUKAT,HLAĐENO I SMRZNUTO,kom,"0,100","1,29",,"12,9",,"1,29",,
3850158403607,10001340,KRUŠKOVAC 1 L MARASKA,MARASKA,PAKIRANA HRANA I PIĆE,kom,"1,000","10,99",,"10,99",,"10,99",,
3858886937906,10001360,SLADOLED ŠTAPIĆ KLASIK BONDI,BONDI,HLAĐENO I SMRZNUTO,kom,"0,360","2,49",,"6,92",,"2,49",,
3850108071726,10001371,"NAPITAK GAZ.LIM/GREJ 1,5 L ISO",VINDI,PAKIRANA HRANA I PIĆE,kom,"1,500",,"1,79","1,19","2,39","2,39",,
3850116035307,10001427,SLADOLED KONTIKI M4,KONTIKI,HLAĐENO I SMRZNUTO,kom,"0,280","4,29",,"15,32",,"4,29",,
5060639129973,10001462,"MONSTER ENERGY 0,5 L ULTRA BLU",,PAKIRANA HRANA I PIĆE,kom,"0,500","2,09",,"4,18",,"2,09",,
42070047,10001512,AIRWAVES CRNI RIBIZL 14 g,AIRWAVES,PAKIRANA HRANA I PIĆE,kom,"0,010","1,05",,105,,"1,05",,
3859890129981,10001569,VODA NEGAZ.15 L CETINA,CETINA,PAKIRANA HRANA I PIĆE,kom,"15,000","6,99",,"0,47",,"6,99",,
3856021300547,10001609,ČIPI ČIPS 200 g CHIO,CHIO,PAKIRANA HRANA I PIĆE,kom,"0,200","3,15",,"15,75",,"3,15",,
9031100004187,10001617,"VODA NEGAZ. 1,50 L ROMERCQEL",ROEMERQUELLE STILL,PAKIRANA HRANA I PIĆE,kom,"1,500","1,15",,"0,77",,"1,15",,
7622201392055,10001629,KROASAN LJEŠ. KEKS 60 g 7 DAYS,7 DAYS,PAKIRANA HRANA I PIĆE,kom,"0,060","0,89",,"14,83",,"0,89",,
