BARKOD_ARTIKLA,SIFRA_ARTIKLA,NAZIV_ARTIKLA,BRAND,ROBNA_STRUKTURA,JEDINICA_MJERE,NETO_KOLICINA,MPC,MPC_POSEBNA_PRODAJA,CIJENA_PO_JM,MPC_NAJNIZA_30,MPC_020525,DATUM_ULASKA_NOVOG_ARTIKLA,PRVA_CIJENA_NOVOG_ARTIKLA
3858886469230,10004314,PAŠTETA JETRENA 95 g PODRAVKA,PODRAVKA,PAKIRANA HRANA I PIĆE,kom,"0,095","1,39",,"14,63",,"1,39",,
5201312000398,10004333,PELENE 50/1 NANNY'S BABY MAXI+,NANNYS,NEPREHRANA,kom,"50,000","9,29",,"0,19",,"9,29",,
3870128017023,10004352,"DET. ZA RUB. 3,96 L VIOLETA BL",VIOLETA,NEPREHRANA,kom,"3,960","9,99",,"2,52",,"9,99",,
3850104294570,10004360,ZAČIN ORIGANO USIT.VR.5 g VEG,VEGETA MAESTRO,PAKIRANA HRANA I PIĆE,kom,"0,005","0,95",,190,,"0,95",,
3850354015949,10004385,JOGURT LGG MATCHA 330 g,,HLAĐENO I SMRZNUTO,kom,"0,330","1,99",,"6,03",,"1,99",,
8003740031077,10004412,TJ.PENNE RIGATE 31 500 g ARRIG,ARRIGHI,PAKIRANA HRANA I PIĆE,kom,"0,500","1,19",,"2,38",,"1,19",,
8600939345993,10004421,ČOKOLADA MLIJEČNA 100 g JIMMY,,PAKIRANA HRANA I PIĆE,kom,"0,100",,"0,64","6,4","1,29","1,29",,
3850104249006,10004436,ČAJ ZELENI 36 g PODRAVKA,PODRAVKA,PAKIRANA HRANA I PIĆE,kom,"0,036","1,69",,"46,94",,"1,69",,
3858881041233,10004448,ČOKOLADNE PRAL.JELLY 200 g KAN,KANDIT,PAKIRANA HRANA I PIĆE,kom,"0,200","3,29",,"16,45",,"3,29",,
8025316203039,10004488,MANGO PAK.  380 g,,SVJEŽI ODJELI,kom,"0,380","2,29",,"6,03",,"2,29",,
3574660234480,10004494,TAMPONI O.B.COMFORT NOR.8,O.B.,NEPREHRANA,kom,"1,000","3,29",,"3,29",,"3,29",,
3850108011067,10004514,"MLIJEKO SVJEŽE 1,5% 1 L Z BREGOV",,HLAĐENO I SMRZNUTO,kom,"1,000",,"1,29","1,29","1,59","1,59",,
8711327386334,10004543,SLADOLED NETFLIX&CHILL 465 ml,,HLAĐENO I SMRZNUTO,kom,"0,465","9,49",,"20,41",,"8,49",,
8003510024315,10004549,OMEKŠIVAČ 2 L MALIZIA LAVANDA,MALIZIA,NEPREHRANA,kom,"2,000","3,49",,"1,75",,"3,49",,
3859888529731,10004551,KIKIRIKI LJUSKA 400 g SPECTAR,SPECTAR,PAKIRANA HRANA I PIĆE,kom,"0,400","3,29",,"8,23",,"3,29",,
3856007903045,10004564,DIPTEROL 100 ml NATUR.LOSION,DIPTEROL,NEPREHRANA,kom,"0,100",,"3,95","39,5","6,29","6,29",,
4015400991311,10004566,DET. ZA POSUĐE 450 ml JAR TREE,JAR,NEPREHRANA,kom,"0,450",,"1,89","4,2","2,19","2,19",,
8002885016864,10004616,BIO KREKER VIŠE ŽITAR.100 g FI,FIORENTINI,PAKIRANA HRANA I PIĆE,kom,"0,100","1,35",,"13,5",,"1,35",,
3850104259524,10004627,PAPRIKA REZANA 680 g PODRAVKA,PODRAVKA,PAKIRANA HRANA I PIĆE,kom,"0,350","4,29",,"12,26",,"4,29",,
5010232968028,10004637,PREZERVATIVI EXTRA SAFE 3/1,DUREX,NEPREHRANA,kom,"3,000","3,69",,"1,23",,"3,69",,
3850104050046,10004641,GRAŠAK LIM.280 g PODRAVKA,PODRAVKA,PAKIRANA HRANA I PIĆE,kom,"0,160","1,39",,"8,69",,"1,39",,
3858881064256,10004729,ČOKOLADA S RIŽOM 75 g MIKADO,MIKADO,PAKIRANA HRANA I PIĆE,kom,"0,075","1,29",,"17,2",,"1,29",,
5053990124961,10004737,PRINGLES ORIGINAL 70 g,PRINGLES,PAKIRANA HRANA I PIĆE,kom,"0,070","2,05",,"29,29",,"2,05",,
8008685001086,10004755,GRISINI SEZAM 125 g LA MOLE,LA MOLE,SVJEŽI ODJELI,kom,"0,125","1,29",,"10,32",,"1,29",,
3850104230059,10004771,LJEŠNJAK ČOKOLINO 200 g KUT.PO,ČOKOLINO,PAKIRANA HRANA I PIĆE,kom,"0,200","2,75",,"13,75",,"2,75",,
3859892911140,10004787,VINO PELJEŠAC 1 L PALIHNIĆ,,PAKIRANA HRANA I PIĆE,kom,"1,000","6,29",,"6,29",,"6,29",,
50173617,10004795,ORBIT EUCALYPTUS 14 g,ORBIT,PAKIRANA HRANA I PIĆE,kom,"0,014","1,05",,75,,"1,05",,
4101540701610,10004822,KOLAČ KUGLOF 400 g KUECHENMEIS,,PAKIRANA HRANA I PIĆE,kom,"0,400","4,29",,"10,73",,"4,29",,
5900951141638,10004863,ČOKOLADNE PRAL. M&M CHOC 200 g,M&M,PAKIRANA HRANA I PIĆE,kom,"0,200","4,75",,"23,75",,"4,75",,
3850108076004,10004548,NAPITAK NEG. MAN/NAR.1 L COCTA,VINDI,PAKIRANA HRANA I PIĆE,kom,"1,000","1,29",,"1,29",,"1,29",,
4008496525072,10004576,BATERIJA VARTA .LR03/AAA 4/1,VARTA,NEPREHRANA,kom,"4,000","4,45",,"1,11",,"4,45",,
3858887245062,10004604,MUESLI GRANOLA VOĆE 350 g NATU,NATUREL,PAKIRANA HRANA I PIĆE,kom,"0,350","3,99",,"11,4",,"3,99",,
3858887245055,10004620,MUESLI GRANOLA ČOKOL.350 g NAT,NATUREL,PAKIRANA HRANA I PIĆE,kom,"0,350","3,99",,"11,4",,"3,99",,
5999518578048,10004726,PASTA ZA ZUBE 75 ml AQUAFRESH,AQUAFRESH,NEPREHRANA,kom,"0,075","2,19",,"29,2",,"2,19",,
3859891515769,10004730,DŽEM EX. SMOKV/NAR.700 g DIDA,DIDA BOŽA,PAKIRANA HRANA I PIĆE,kom,"0,700","6,29",,"8,99",,"6,29",,
7702018405015,10004741,GEL ZA BRIJANJE 240 ml GILL. M,GILLETTE,NEPREHRANA,kom,"0,200","5,99",,"29,95",,"5,99",,
8690146134497,10004747,BOMBON GUM. JAG/VAN 75 g BEBET,KERVAN,PAKIRANA HRANA I PIĆE,kom,"0,075","0,99",,"13,2",,"0,99",,
4014400929058,10004802,KNOPPERS NUTBAR 3*40 g STORCK,,PAKIRANA HRANA I PIĆE,kom,"0,120","2,29",,"19,08",,"2,29",,
3859888529106,10004812,JEČAM 1 kg SPECTAR,SPECTAR,PAKIRANA HRANA I PIĆE,kom,"1,000","1,3",,"1,3",,"1,3",,
5900951000133,10004847,PEDIGREE SP 500 g GOVEDINA/PER,PEDIGREE,NEPREHRANA,kom,"0,500",,"1,99","3,98","3,09","3,29",,
3838700011432,10004857,TJ.FIDELINI 250 g ZP,ZLATO POLJE,PAKIRANA HRANA I PIĆE,kom,"0,250","2,29",,"9,16",,"2,29",,
3850104219337,10004873,ŠLAG KREMA VAN.45 g 3PACK PODR,DOLCELA,PAKIRANA HRANA I PIĆE,kom,"0,135","3,29",,"24,37",,"3,29",,
7613034637062,10004875,FITNESS DARK CHOCO.375 g NESTL,NESTLE ŽITARICE,PAKIRANA HRANA I PIĆE,kom,"0,375","4,99",,"13,31",,"4,99",,
3859888568846,10004902,VINO POŠIP 1 L ROSO,,PAKIRANA HRANA I PIĆE,kom,"1,000","8,99",,"8,99",,"8,99",,
3858893250531,10004903,SALATA GURM.MJEŠAV. 150g STRIB,,SVJEŽI ODJELI,kom,"0,150","1,39",,"9,27",,"1,39",,
3859893051104,10004912,"KRUMPIR PAK. ZA SALATU 2,5 kg",,SVJEŽI ODJELI,kom,"2,500","2,99",,"1,2",,"2,99",,
3858882924269,10004916,NAMAZ KIKIRIKI HRSK.340 g ADVE,ADVENT,PAKIRANA HRANA I PIĆE,kom,"0,340","4,29",,"12,62",,"4,29",,
9002490208318,10004927,"RED BULL 2X0,25 L LIM.",RED BULL,PAKIRANA HRANA I PIĆE,kom,"0,500","3,69",,"7,38",,"3,69",,
3850102110124,10004978,ČOKOLADA U PRAHU 200 g KRAŠ,KRAŠ,PAKIRANA HRANA I PIĆE,kom,"0,200","3,89",,"19,45",,"3,89",,
3850112110640,10005017,"ORAHOVAC 0,1 L BADEL","BADEL RAKIJE, LIKERI",PAKIRANA HRANA I PIĆE,kom,"0,100","1,89",,"18,9",,"1,89",,
3858881580213,10005024,ZAČIN MJEŠ.DALM.12 g VR.NADAL,,PAKIRANA HRANA I PIĆE,kom,"0,012","0,99",,"82,5",,"0,99",,
8693495034258,10005053,SAPUN 90 g PALMOLIVE MILK&ROSE,PALMOLIVE,NEPREHRANA,kom,"0,090","1,49",,"16,56",,"1,49",,
3858884090641,10005074,"ČAJ FIL. UVIN H 20*1,5 g NATUR",NATURAVITA,PAKIRANA HRANA I PIĆE,kom,"0,030","1,99",,"66,33",,"1,99",,
3831001818809,10005079,TJ.VITA  ŠKOLJKE 11 250 g MLIN,MLINOTEST,PAKIRANA HRANA I PIĆE,kom,"0,250","2,29",,"9,16",,"2,29",,
3850102012763,10005087,ČAJNO PEC.  KAK.PR.220 g SARA,SARA,PAKIRANA HRANA I PIĆE,kom,"0,220","1,89",,"8,59",,"1,89",,
3850164321117,10005096,OCAT VINSKI 6% 1 L KISKO,KISKO,PAKIRANA HRANA I PIĆE,kom,"1,000","2,29",,"2,29",,"2,29",,
5054563213013,10005103,TABLETE ZA ČIŠ.PR.COREG 30 kom,COREGA,NEPREHRANA,kom,"30,000","6,99",,"0,23",,"6,99",,
8003740667467,10005117,UMAK RAJČICA S BOSILJ.320 g AR,ARRIGHI,PAKIRANA HRANA I PIĆE,kom,"0,320",,"1,65","5,16","2,29","2,29",,
3858886932536,10005152,SLADOLED STRACCIATELA 1 L BOND,BONDI,HLAĐENO I SMRZNUTO,kom,"1,000","1,55",,"1,55",,"1,55",,
3838945038904,10005170,SIRUP DVOJNI C 1 L FRUCTAL,FRUCTAL,PAKIRANA HRANA I PIĆE,kom,"1,000","2,99",,"2,99",,"2,99",,
3830000620871,10005180,"VODA GAZ.0,5 L RADENSKA PET",RADENSKA,PAKIRANA HRANA I PIĆE,kom,"0,500","0,89",,"1,78",,"0,89",,
3850139173567,10005186,KOBASICA PIKANT 500 g PIK,PIK,HLAĐENO I SMRZNUTO,kom,"0,500","6,99",,"13,98",,"6,99",,
3858886935247,10005194,SLADOLED COOKIE 1 L PREMIUM,BONDI,HLAĐENO I SMRZNUTO,kom,"1,000","3,99",,"3,99",,"3,99",,
290406,10005221,BIO BANANA,,SVJEŽI ODJELI,kg,"1,000","1,99",,"1,99",,"1,99",,
3850257019051,10005224,"VINO GRAŠEVINA VR.0,75 L BELJE",VINA BELJE,PAKIRANA HRANA I PIĆE,kom,"0,750","11,99",,"15,99",,"11,99",,
3850108077292,10005265,"LEDENI ČAJ BRES. 0,2 L 2+1G VI",VINDI,PAKIRANA HRANA I PIĆE,kom,"0,400","1,99",,"4,98",,"1,99",,
8606102785016,10005284,DŽEM EX.MARELICA 375 g BAKINA,BAKINA TAJNA,PAKIRANA HRANA I PIĆE,kom,"0,375","4,29",,"11,44",,"4,29",,
8600599002847,10005305,"VODA GAZ. BLAGO 0,5 L MIVELA",MIVELA,PAKIRANA HRANA I PIĆE,kom,"0,500","1,39",,"2,78",,"0,99",,
3859890446545,10004928,ULJE MASL.ZLATNO EX.DJ. 750 ml,,PAKIRANA HRANA I PIĆE,kom,"0,750","15,49",,"20,65",,"15,49",,
3856020253745,10005029,AJVAR OD PEČENE PAPRIKE LJUTI 290G,PODRAVKA,PAKIRANA HRANA I PIĆE,kom,"0,290","5,49",,"18,93",,"5,49",,
3859891895069,10005047,FILET INĆUNA MARINIRANI 75 g,ARBAMAR,HLAĐENO I SMRZNUTO,kom,"0,075","3,99",,"53,2",,"3,99",,
3830055526678,10005051,SIRUP RIBIZ/LIMUN  L PET DANA,DANA,PAKIRANA HRANA I PIĆE,kom,"1,000","2,99",,"2,99",,"2,99",,
3850104075759,10005088,FANT ZA GRAH I VARIVA 60 g POD,FANT,PAKIRANA HRANA I PIĆE,kom,"0,060","1,49",,"24,83",,"1,49",,
3850105149961,10005160,ARF GRILL 650 ml,ARF,NEPREHRANA,kom,"0,650",,"2,39","3,68","3,29","3,49",,
7613033923005,10005188,"FRISKIES SM 1,5 kg JETRA/POVR",FRISKIES,NEPREHRANA,kom,"1,500","7,29",,"4,86",,"7,29",,
4014500514628,10005198,DESERT MONTE HASBRO 125 g,ZOTT,HLAĐENO I SMRZNUTO,kom,"0,125","1,29",,"10,32",,"1,29",,
3838471031394,10005212,PAŠTETA KOK.SLAVON. 95 g ARG,ARGETA,PAKIRANA HRANA I PIĆE,kom,"0,095",,"1,19","12,53","1,49","1,49",,
3858881087224,10005219,KAVA MLJEV. ARABICA 250 g FRAN,FRANCK,PAKIRANA HRANA I PIĆE,kom,"0,250","7,99",,"31,96",,"7,99",,
3838824058245,10005236,LAK ZA KOSU 250 ml TAFT VOLUME,TAFT,NEPREHRANA,kom,"0,300","5,29",,"17,63",,"5,29",,
4009900533805,10005287,ORBIT WHITE CLASSIC BOČ. 84 g,ORBIT,PAKIRANA HRANA I PIĆE,kom,"0,084","4,99",,"59,4",,"4,99",,
3856014122651,10005297,KEKS PARIS SENDVIČ 225 g KOEST,KOESTLIN,PAKIRANA HRANA I PIĆE,kom,"0,225","2,29",,"10,18",,"2,29",,
3830065020128,10005395,"VODA AROM.1,5 L LIMUN RADENSKA",RADENSKA,PAKIRANA HRANA I PIĆE,kom,"1,500","1,45",,"0,97",,"1,45",,
8001651336847,10005396,"VINO MONTEPULCIANO BIO 0,75 L",LA SAGRESTANA,PAKIRANA HRANA I PIĆE,kom,"0,750","4,45",,"5,93",,"4,45",,
3858890871944,10005413,"IZOTONIK 0,75 L PRO-SPORT SUPE",JUICY FRUITS,PAKIRANA HRANA I PIĆE,kom,"0,750",,"1,35","1,8","1,69","1,69",,
8076809523714,10005469,TJ.BARILLA TAGLIATELE 500 g,BARILLA,PAKIRANA HRANA I PIĆE,kom,"0,500","3,99",,"7,98",,"3,99",,
4000446001780,10005489,KRUH FITNESS 500 g MESTEMACHER,,PAKIRANA HRANA I PIĆE,kom,"0,500","2,99",,"5,98",,"2,99",,
7613033590146,10005319,NESCAFE DG 144 g LUNGO INTENSO,NESCAFE,PAKIRANA HRANA I PIĆE,kom,"0,144","6,99",,"48,54",,"6,99",,
4015400565574,10005373,ULOŠCI DNEVNI 58/1 ALWAYS NORM,ALWAYS,NEPREHRANA,kom,"58,000","3,49",,"0,06",,"3,49",,
4770190035118,10005381,RIBLJI PAN.ŠTAP.250 g VICI,VICI,HLAĐENO I SMRZNUTO,kom,"0,250","2,29",,"9,16",,"2,29",,
3850104219467,10005427,GUSSNEL 200 g PODRAVKA,DOLCELA,PAKIRANA HRANA I PIĆE,kom,"0,200","1,79",,"8,95",,"1,79",,
4005900604965,10005501,NIVEA SUN SENSIT. 200 ml ZF 50,NIVEA,NEPREHRANA,kom,"0,200","20,99",,"104,95",,"20,99",,
4084500978973,10005528,GEL ZA TUŠ. 400 ml OLD SPICE W,OLD SPICE,NEPREHRANA,kom,"0,400","5,29",,"13,23",,"5,29",,
3850116535890,10005580,VALJUŠCI 500 g LEDO,LEDO,HLAĐENO I SMRZNUTO,kom,"0,500","3,29",,"6,58",,"3,29",,
5000204342406,10005607,RAID SPREJ 300 ml PR.MRAVA,RAID,NEPREHRANA,kom,"0,300","5,99",,"19,97",,"5,99",,
7613032933760,10005609,DARLING SP 3 kg SMC MESO+POVRĆ,DARLING,NEPREHRANA,kom,"3,000","8,99",,3,,"8,99",,
9062300133148,10005624,KAŠICA ML.KEKS /JAB.190 g HIPP,HIPP FOOD,PAKIRANA HRANA I PIĆE,kom,"0,190","1,75",,"9,21",,"1,75",,
3858886803881,10005633,KAVA MLJ. AROMA 350 g ARABESCA,ARABESCA,PAKIRANA HRANA I PIĆE,kom,"0,350","8,29",,"23,69",,"8,29",,
3831070652687,10005637,MLIJEKO ZA SUN.200 ml SPF 30 AFRODITA,AFRODITA,NEPREHRANA,kom,"0,200","21,99",,"109,95",,"21,99",,
5411188120742,10005646,NAPITAK BADEM VANIL. 1 L ALPRO,,PAKIRANA HRANA I PIĆE,kom,"1,000","4,29",,"4,29",,"4,29",,
8606014407464,10005656,FLIPS KISELO VRHNJE 25 g MAX,CLIPSY,PAKIRANA HRANA I PIĆE,kom,"0,025","0,85",,34,,"0,85",,
3859889425742,10005658,ŠEĆER SMEĐI 500 g DEMERARA,,PAKIRANA HRANA I PIĆE,kom,"0,500","2,99",,"5,98",,"2,99",,
3858895412272,10005697,GLADE SPRAY 300 ml LAVANDA,GLADE,NEPREHRANA,kom,"0,300","3,99",,"13,3",,"3,99",,
3858881086456,10005723,PALENTA INSTANT VR.200 g FRANC,FRANCK,PAKIRANA HRANA I PIĆE,kom,"0,200","0,95",,"4,75",,"0,95",,
3859893545061,10005725,INĆUN FILET U SUNC.ULJE 120 g,,HLAĐENO I SMRZNUTO,kom,"0,120","4,55",,"37,92",,"4,55",,
3850104017230,10005730,RIŽOLINO PAH.OD RIŽ.150 g PODR,LINO,PAKIRANA HRANA I PIĆE,kom,"0,150","2,75",,"18,33",,"2,75",,
8691959414622,10005762,SAPUN TEK. 500 ml PRENS MILK,PRENS,NEPREHRANA,kom,"0,500","1,59",,"3,18",,"1,59",,
3850102310111,10005778,KEKS ŠPORT 300 g KRAŠ,SPORT,PAKIRANA HRANA I PIĆE,kom,"0,300","1,89",,"6,3",,"1,89",,
3838471007382,10005783,PAŠTETA KOKOŠJA PIKANT 95 g,ARGETA,PAKIRANA HRANA I PIĆE,kom,"0,095",,"1,19","12,53","1,49","1,49",,
2122244,10005792,TLAČENICA VAC /kg,MM,HLAĐENO I SMRZNUTO,kg,"1,000","10,99",,"10,99",,"10,99",,
3850104064029,10005828,PŠENIČNA KRUP.  T-400 1 kg POD,PODRAVKA,PAKIRANA HRANA I PIĆE,kom,"1,000","2,29",,"2,29",,"2,29",,
54027602,10005846,"NAPITAK NEG. BRES PULPY 0,33 L",CAPPY PULPY PEACH,PAKIRANA HRANA I PIĆE,kom,"0,330","1,29",,"3,91",,"1,29",,
5011007003227,10005850,WHISKEY 1L JAMESON,,PAKIRANA HRANA I PIĆE,kom,"1,000","31,49",,"31,49",,"31,49",,
3858881082793,10005898,ČAJ MENTA K.30 g OMOT FRANC,FRANCK,PAKIRANA HRANA I PIĆE,kom,"0,030","2,05",,"68,33",,"2,05",,
3858882923965,10005918,ULJE KOKOSOVO BEZ MIR.1 L ADVE,PRIMA VITA,PAKIRANA HRANA I PIĆE,kom,"1,000","6,99",,"6,99",,"6,99",,
8711000532751,10005923,KAVA INST. CRONAT GOLD 75 g JA,JACOBS,PAKIRANA HRANA I PIĆE,kom,"0,075","5,29",,"70,53",,"5,29",,
8690146679615,10005585,BOMBON GUM. SPAGH. JAB.80 g BE,KERVAN,PAKIRANA HRANA I PIĆE,kom,"0,080","0,99",,"12,38",,"0,99",,
8693495017633,10005596,SAPUN TEK.300 ml PALMOLIVE OLI,PALMOLIVE,NEPREHRANA,kom,"0,300","3,49",,"11,63",,"3,49",,
8004050036738,10005632,SRED.ZA ČIŠĆE.WC NET 750 ml OC,WC NET,NEPREHRANA,kom,"0,750",,"1,59","2,12","3,69","3,69",,
9001414015346,10005645,ZAČIN LOVOROV LIST 5 g VR.KOT,,PAKIRANA HRANA I PIĆE,kom,"0,005","1,05",,210,,"1,05",,
4005900118172,10005660,NIVEA SUN PROTECT&BRONZE ULJE,NIVEA,NEPREHRANA,kom,"0,200","18,99",,"94,95",,"18,99",,
3838945029582,10005674,"LIKER PINA COLADA 0,70 L MATIS",MATIS,PAKIRANA HRANA I PIĆE,kom,"0,700","13,49",,"19,27",,"13,49",,
3859891427680,10005681,SEZAM 150 g NATURA,,PAKIRANA HRANA I PIĆE,kom,"0,150","1,39",,"9,27",,"1,39",,
5310089004130,10005754,ŽVAKA ČUNGA LUNGA 28 g ŠTAPIĆI,CUNGA LUNGA,PAKIRANA HRANA I PIĆE,kom,"0,028","0,85",,"30,36",,"0,85",,
8600939345948,10005770,ČOKOLADA BROWNIE 180 g JIMMY,,PAKIRANA HRANA I PIĆE,kom,"0,180",,"1,09","6,06","2,29","2,49",,
5997347542049,10005781,KIKIRIKI CHILI 60 g MOGYI,MOGYI,PAKIRANA HRANA I PIĆE,kom,"0,060","0,89",,"14,83",,"0,89",,
3858889830594,10005813,"VINO ROSE 0,75 L FRANKOVKA",PIĆA DISTRIBUCIJA,PAKIRANA HRANA I PIĆE,kom,"0,750","7,99",,"10,65",,"7,99",,
3859891427673,10005848,LAN 150 g NATURA,,PAKIRANA HRANA I PIĆE,kom,"0,150","0,99",,"6,6",,"0,99",,
3871059000528,10005861,NAPITAK GAZ.LIMUN 2 L SKY,SKY,PAKIRANA HRANA I PIĆE,kom,"2,000",,"1,45","0,73","1,89","1,89",,
3850104278198,10005896,JUHA KR.RAJČ/MOZZ.80 g PODRAV,PODRAVKA,PAKIRANA HRANA I PIĆE,kom,"0,080","1,59",,"19,88",,"1,59",,
5997321745633,10005945,VANISH 200 ml POWER GEL,VANISH,NEPREHRANA,kom,"0,200","8,29",,"41,45",,"8,29",,
5000204022339,10006003,AUTAN SPORT LOSION 100 ml,AUTAN,NEPREHRANA,kom,"0,100","8,49",,"84,9",,"8,49",,
5901177154389,10006004,BOMBONJERA CHERRY 147 g VOBRO,VOBRO,PAKIRANA HRANA I PIĆE,kom,"0,147",,"3,85","26,19","5,99","5,99",,
7804661040749,10006013,"VINO CHARDONNAY 0,75 L EL EMP",EL EMPERADOR,PAKIRANA HRANA I PIĆE,kom,"0,750","5,49",,"7,32",,"5,49",,
3856007908439,10006016,MARAMICE OSVJEŽAVAJUĆE 20 kom,ASEPSOLETA,NEPREHRANA,kom,"20,000","1,89",,"0,09",,"1,89",,
4002359634420,10006025,UMAK BOL.ORIGINAL 500 g DOLMI,DOLMIO,PAKIRANA HRANA I PIĆE,kom,"0,500","3,99",,"7,98",,"3,99",,
8595159869773,10006041,ŽARULJA 150 W 230 V E27 ALICA,,NEPREHRANA,kom,"1,000","2,99",,"2,99",,"2,99",,
3850104048999,10006045,FANT ZA KOS.  ODREZAK 90 g POD,FANT,PAKIRANA HRANA I PIĆE,kom,"0,090","1,49",,"16,56",,"1,49",,
59095859,10006079,DEO ROLL-ON 50 ml DOVE ORIGINA,DOVE,NEPREHRANA,kom,"0,050","5,99",,"119,8",,"5,99",,
1210000100511,10006111,"LIKER 0,70 L SOUTHERN COMF.",SOUTHERN COMFORT,PAKIRANA HRANA I PIĆE,kom,"0,700","19,99",,"28,56",,"19,99",,
291374,10006168,KELJ PUPČAR,,SVJEŽI ODJELI,kg,"1,000","1,99",,"1,99",,"1,99",,
8000500338056,10006174,DESERT ML.PINGUI TREŠNJA 30 g,KINDER,HLAĐENO I SMRZNUTO,kom,"0,030","0,75",,25,,"0,75",,
3859888906358,10006188,SRDELA OČIŠ.U MASL.ULJU 370 g,TRENTON,HLAĐENO I SMRZNUTO,kom,"0,370","11,49",,"31,05",,"11,49",,
9000403940294,10006209,JULIUS KAPSULE ESSPR. CR. 56 g,,PAKIRANA HRANA I PIĆE,kom,"0,056","5,99",,"106,96",,"5,99",,
3858892940235,10006211,ŠUNKA DIMLJENA 90 g DELICATO,DELICATO,HLAĐENO I SMRZNUTO,kom,"0,090","2,99",,"33,22",,"2,99",,
5997381368421,10006222,KAŠA ZOB.ŠUM.VOĆ. CHIA 51 g DR,DR. OETKER,PAKIRANA HRANA I PIĆE,kom,"0,051",,"0,79","15,49","1,05","1,05",,
3850112169051,10006233,"VINO IVAN DOLAC BARR.0,75 L",,PAKIRANA HRANA I PIĆE,kom,"0,750","19,49",,"25,99",,"19,49",,
8711000532935,10006237,KAVA INSTANT 3U1 152 g JACOBS,JACOBS,PAKIRANA HRANA I PIĆE,kom,"0,152","3,69",,"24,28",,"3,69",,
5000204332261,10006266,RAID KLOPKA ZA ŽOHARE,RAID,NEPREHRANA,kom,"1,000","5,99",,"5,99",,"5,99",,
3850104074035,10006281,SODA BIKARBONA DOLC.40 g KU,DOLCELA,PAKIRANA HRANA I PIĆE,kom,"0,040","0,75",,"18,75",,"0,75",,
40145037,10006334,VRHNJE ZA KAVU 10/1 ZOTT,ZOTT,HLAĐENO I SMRZNUTO,kom,"0,100","0,59",,"5,9",,"0,65",,
8008696030143,10006358,KRUH B.G. RUSTICA 125 g NUTRI,,PAKIRANA HRANA I PIĆE,kom,"0,125",,"1,39","11,12","2,29","2,29",,
290792,10006370,TIKVA HOKAIDO,,SVJEŽI ODJELI,kg,"1,000","2,99",,"2,99",,"2,99",,
8008863037357,10006382,"PJENUŠAC ROSE 0,75 L BOTTER",BOTTER,PAKIRANA HRANA I PIĆE,kom,"0,750","5,29",,"7,05",,"5,29",,
3859891427666,10006386,SUNCOKRET 150 g NATURA,,PAKIRANA HRANA I PIĆE,kom,"0,150","0,99",,"6,6",,"0,99",,
8000798000826,10006391,METLA PARIGINA-PIAC.,,NEPREHRANA,kom,"1,000","4,49",,"4,49",,"4,49",,
7406341000052,10006426,"RUM 0,70 L SOLERA ZACAPA",ZACAPA,PAKIRANA HRANA I PIĆE,kom,"0,700","76,49",,"109,27",,"76,49",,
4005808176489,10006428,SAPUN 90 g NIVEA SEA&MINERALS,NIVEA,NEPREHRANA,kom,"0,090","1,29",,"14,33",,"1,15",,
4005808729951,10006009,DEO SPRAY 150 ml NIVEA INVISIB,NIVEA,NEPREHRANA,kom,"0,150","5,99",,"39,93",,"5,29",,
3838824159614,10006049,PALETTE ICC N6 SREDNJE PLAVA,PALETTE,NEPREHRANA,kom,"1,000","5,99",,"5,99",,"5,99",,
8600103131551,10006063,DŽEM EXTRA SMOKVA 375 g BAKIN,BAKINA TAJNA,PAKIRANA HRANA I PIĆE,kom,"0,375","5,29",,"14,11",,"5,29",,
8718951470583,10006066,PASTA ZA ZUBE 75 ml ELMEX JUNI,ELMEX,NEPREHRANA,kom,"0,075","4,09",,"54,53",,"4,09",,
8076809574969,10006140,KEKS BAIOCHI 168 g MB,MULINO BIANCO,PAKIRANA HRANA I PIĆE,kom,"0,168","2,49",,"14,82",,"2,49",,
4014500515571,10006159,DESERT ML.150 g WHITE MONTE,ZOTT,HLAĐENO I SMRZNUTO,kom,"0,150","1,39",,"9,27",,"1,39",,
3858883236705,10006264,LAMPION SMIRNA PAXDEI LED EL17,,NEPREHRANA,kom,"1,000","5,29",,"5,29",,"5,29",,
5711953166372,10006289,KAVA LATTE 220 ml CUP STARBUCKS,,HLAĐENO I SMRZNUTO,kom,"0,220","2,99",,"13,59",,"2,99",,
8714100840641,10006306,JUHA KREM ŠPAROGE 55 g KNORR,KNORR,PAKIRANA HRANA I PIĆE,kom,"0,055","2,29",,"41,64",,"2,29",,
3858882211727,10006344,OCAT ALKOHOLNI 3 L ZVIJEZDA,ZVIJEZDA OCAT,PAKIRANA HRANA I PIĆE,kom,"3,000","3,49",,"1,16",,"3,49",,
3859888666023,10006377,TJ.ŠIROKI REZ. 400 g MARODI,,PAKIRANA HRANA I PIĆE,kom,"0,400","2,99",,"7,48",,"2,99",,
5941445670210,10006384,KIKIRIKI SLANI EX.PRŽ. 135 g N,NUTLINE,PAKIRANA HRANA I PIĆE,kom,"0,135",,"1,69","12,52","2,59","2,69",,
3858893250593,10006416,SALATA PAK. MOZZARELA 170g STR,,SVJEŽI ODJELI,kom,"0,170",,"2,19","12,88","2,89","2,89",,
3838824159652,10006436,PALETTE ICC N7 SVIJETLO PLAVA,PALETTE,NEPREHRANA,kom,"1,000","5,99",,"5,99",,"5,99",,
